Cancer,Repeat,Seed,Method,Status,Error,Subsample n,Event n,Top20 indices,Top20 genes,Elapsed sec
LUAD,7,48,RSF,ok,,352,129,2481;854;8147;3636;3011;5799;3101;4252;7548;1938;7560;2863;7959;3775;5635;1904;7043;91;3640;1706,FAHD2B;C1QTNF6;ZNF682;IGF2BP1;GGTLC1;PRRT3;GNMT;LILRA4;TPPP;CYP4B1;TRAF3IP3;FUT4;XCR1;IRX5;PNMA2;CYP17A1;STAP1;ACSM5;IGFBP1;COL4A3,8.000759840011597
LUAD,8,49,MKG,ok,,352,119,2058;3775;5512;3772;4699;2603;5588;4832;233;3101;3740;743;4176;2361;3636;4252;2681;759;4269;4431,DKK1;IRX5;PITX3;IRX2;MS4A1;FAM83A;PLEKHB1;MYOZ1;AHSG;GNMT;INPP5J;BZRAP1;LCN10;ENPP5;IGF2BP1;LILRA4;FCRL1;C11orf21;LINGO2;LYPD3,44.33608651161194
LUAD,8,49,Uni-Cox,ok,,352,119,5512;233;7833;5588;368;743;2058;3775;3640;4269;3772;695;3740;4667;3636;5296;826;1938;4431;4070,PITX3;AHSG;VAX1;PLEKHB1;ANLN;BZRAP1;DKK1;IRX5;IGFBP1;LINGO2;IRX2;BMP5;INPP5J;MOCS1;IGF2BP1;PAQR9;C18orf54;CYP4B1;LYPD3;KLK11,0.11803221702575684
LUAD,8,49,Cox-Lasso,ok,,352,119,448;5140;4024;6929;4222;8049;4367;4104;1068;2855;1389;6543;4735;6679;826;551;287;4084;4252;7626,ARG2;NXPH1;KIR2DL1;SPATA22;LGALS9B;ZNF233;LRRC3B;KRT14;CACNG4;FSTL4;CDH18;SHISA6;MTBP;SLC27A5;C18orf54;ATP13A5;ALOX12B;KLRC1;LILRA4;TRPC6,1.179300308227539
LUAD,8,49,Cox-EN,ok,,352,119,5140;448;6929;4024;7626;6679;6857;4104;8049;551;4222;1389;7917;287;2855;1628;4367;5191;1667;447,NXPH1;ARG2;SPATA22;KIR2DL1;TRPC6;SLC27A5;SNTG2;KRT14;ZNF233;ATP13A5;LGALS9B;CDH18;WFDC3;ALOX12B;FSTL4;CLLU1OS;LRRC3B;OPRD1;CNTLN;ARG1,1.6463942527770996
LUAD,8,49,CGBoost,ok,,352,119,6858;4025;5513;4198;4270;2059;5141;1301;234;4498;5589;7627;1905;3773;8145;369;511;1529;2362;4368,SNTN;KIR2DL3;PIWIL1;LEAP2;LINGO3;DKK2;NXPH2;CD207;AICDA;MARCKS;PLEKHF1;TRPM2;CYP19A1;IRX3;ZNF679;ANO1;ASF1B;CHRNA6;ENPP6;LRRC4,24.81386089324951
LUAD,8,49,RSF,ok,,352,119,4269;4431;3640;4197;7373;6102;695;4589;2058;1091;4497;6735;1556;5512;1560;5139;6734;2863;4252;576,LINGO2;LYPD3;IGFBP1;LDLRAD3;TMEM125;RGS20;BMP5;MFI2;DKK1;CAMK1D;MARCH4;SLC47A1;CISH;PITX3;CKAP2L;NXNL2;SLC46A3;FUT4;LILRA4;ATP8A2,8.357930660247803
LUAD,9,50,MKG,ok,,352,135,5588;2058;3740;3775;368;2413;1967;1847;1904;2537;3101;2361;3070;5608;8112;1091;1560;6249;759;3451,PLEKHB1;DKK1;INPP5J;IRX5;ANLN;ERO1L;DAPK2;CTCFL;CYP17A1;FAM179A;GNMT;ENPP5;GLS2;PLK1;ZNF540;CAMK1D;CKAP2L;RRM2;C11orf21;HMMR,54.76216697692871
LUAD,9,50,Uni-Cox,ok,,352,135,7833;368;5512;5588;743;2413;504;2249;3775;3740;5608;6249;2058;451;1847;1904;6102;3998;2447;2073,VAX1;ANLN;PITX3;PLEKHB1;BZRAP1;ERO1L;ASAP3;ECT2;IRX5;INPP5J;PLK1;RRM2;DKK1;ARHGAP11A;CTCFL;CYP17A1;RGS20;KIF14;EXO1;DLGAP5,0.09684586524963379
LUAD,9,50,Cox-Lasso,ok,,352,135,448;903;4839;1667;1904;5935;5140;7383;3906;7236;7416;6543;2918;2956;7428;1847;2802;5652;1854;102,ARG2;C20orf202;MYT1L;CNTLN;CYP17A1;R3HDML;NXPH1;TMEM145;KCNK1;TDRD1;TMEM215;SHISA6;GALNT14;GBP3;TMEM38A;CTCFL;FOXD2;POLR3G;CTNNA3;ACTN3,1.2111120223999023
