Cancer,Repeat,Method,Selected alpha,Subsample n,Event n,Nonzero,Top20 indices,Top20 genes
LUAD,12,CV-Cox-Lasso,0.026406856481509398,352,123,157,2754;903;7236;5140;4197;1244;6857;5191;818;6763;1904;1628;5512;2571;3847;5804;1011;5477;5380;4269,FKBP6;C20orf202;TDRD1;NXPH1;LDLRAD3;CCL20;SNTG2;OPRD1;C17orf64;SLC6A18;CYP17A1;CLLU1OS;PITX3;FAM41C;KAAG1;PRSS12;C9orf106;PHOX2A;PCSK9;LINGO2
LUAD,12,CV-Cox-EN,0.13583231767728454,352,123,49,5512;4197;6319;2058;7833;2754;7236;624;743;6763;174;1904;1628;2361;8102;4269;2481;5140;2603;1244,PITX3;LDLRAD3;SAMD13;DKK1;VAX1;FKBP6;TDRD1;BAIAP2L2;BZRAP1;SLC6A18;ADH6;CYP17A1;CLLU1OS;ENPP5;ZNF502;LINGO2;FAHD2B;NXPH1;FAM83A;CCL20
LUAD,13,CV-Cox-Lasso,0.026406856481509398,352,128,595,2635;882;6703;3606;6843;2156;790;2846;5328;2919;1848;5746;2450;7201;2706;6460;2479;2809;6511;575,FBLN5;C1orf210;SLC34A2;IFFO1;SNED1;DPF3;C14orf180;FRZB;PCDH15;GALNT3;CTF1;PRICKLE2;EXPH5;TBX21;FGD5;SERPINB7;FADS3;FOXF1;SH2D3A;ATP8A1
LUAD,13,CV-Cox-EN,0.13583231767728454,352,128,53,1904;4687;1772;4379;7833;2603;504;4024;4083;6102;1847;1599;2571;6857;10;5512;2482;2058;5120;6743,CYP17A1;MPV17L;CPXM2;LRRC66;VAX1;FAM83A;ASAP3;KIR2DL1;KLRB1;RGS20;CTCFL;CLEC17A;FAM41C;SNTG2;ABAT;PITX3;FAIM2;DKK1;NTSR1;SLC4A8
LUAD,14,CV-Cox-Lasso,0.026406856481509398,352,124,139,5140;5366;6929;4025;4201;6660;539;448;6680;2481;3429;7236;10;2696;5279;1667;1244;6857;4735;2942,NXPH1;PCDP1;SPATA22;KIR2DL3;LEFTY1;SLC25A21;ATG9B;ARG2;SLC27A6;FAHD2B;HIST2H2BA;TDRD1;ABAT;FETUB;PALM2;CNTLN;CCL20;SNTG2;MTBP;GATA2
LUAD,14,CV-Cox-EN,0.13583231767728454,352,124,46,5512;4197;4083;2759;5140;4269;2571;2603;448;4025;4024;4201;6857;506;1142;8013;2361;233;7603;7833,PITX3;LDLRAD3;KLRB1;FLNC;NXPH1;LINGO2;FAM41C;FAM83A;ARG2;KIR2DL3;KIR2DL1;LEFTY1;SNTG2;ASB2;CAV3;ZFP3;ENPP5;AHSG;TRIM6;VAX1
LUAD,15,CV-Cox-Lasso,0.026406856481509398,352,132,175,7626;2481;2998;1566;4197;1904;2760;1847;3525;8049;6679;1667;2571;1369;5477;5716;629;2406;7823;4269,TRPC6;FAHD2B;GFI1B;CLC;LDLRAD3;CYP17A1;FLRT1;CTCFL;HRK;ZNF233;SLC27A5;CNTLN;FAM41C;CDC42EP3;PHOX2A;PPP4R1L;BARX1;ERC2;UTS2R;LINGO2
LUAD,15,CV-Cox-EN,0.13583231767728454,352,132,51,5512;2481;1904;2058;4269;7626;4197;6857;4497;1143;576;8013;2482;2998;1957;6434;1142;1566;5583;6645,PITX3;FAHD2B;CYP17A1;DKK1;LINGO2;TRPC6;LDLRAD3;SNTG2;MARCH4;CBFA2T3;ATP8A2;ZFP3;FAIM2;GFI1B;DAAM2;SEMA6D;CAV3;CLC;PLEK2;SLC22A17
LUAD,16,CV-Cox-Lasso,0.026406856481509398,352,125,162,4024;2058;7236;1667;5140;6679;5477;5421;1600;104;6080;1904;1142;5628;5078;903;5652;2384;1599;5970,KIR2DL1;DKK1;TDRD1;CNTLN;NXPH1;SLC27A5;PHOX2A;PDZD7;CLEC18A;ACVR1C;RFPL4B;CYP17A1;CAV3;PMCH;NR5A1;C20orf202;POLR3G;EPHA8;CLEC17A;RAET1L
LUAD,16,CV-Cox-EN,0.13583231767728454,352,125,44,4197;2058;4269;2481;4024;6763;7236;4083;2754;1904;5512;7833;1599;5652;1142;4025;5140;1847;2384;233,LDLRAD3;DKK1;LINGO2;FAHD2B;KIR2DL1;SLC6A18;TDRD1;KLRB1;FKBP6;CYP17A1;PITX3;VAX1;CLEC17A;POLR3G;CAV3;KIR2DL3;NXPH1;CTCFL;EPHA8;AHSG
